SITE INFORMATION,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,SITE BELGIUM,,,,,,Grid EP Information*,,,,,,,,,,,,
,,,,SITE CONSUMPTION,,,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,TOTAL kWh/yr,,,842338.0000000014,,,Hedged Price (EUR/kWh),0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174
,1,14,23,75.95,,,,,,,,,,,,,,,
,1,14,24,67.725,,,,,,,,,,,,,,,
,1,15,1,63.175000000000004,,,,,,,,,,,,,,,
,1,15,2,68.94999999999999,,,,,,,,,,,,,,,
,1,15,3,69.3,,,,,,,,,,,,,,,
,1,15,4,63.00000000000001,,,,,,,,,,,,,,,
,1,15,5,66.85,,,,,,,,,,,,,,,
,1,15,6,68.25,,,,,,,,,,,,,,,
,1,15,7,75.075,,,,,,,,,,,,,,,
,1,15,8,61.6,,,,,,,,,,,,,,,
,1,15,9,70.35,,,,,,,,,,,,,,,
,1,15,10,66.5,,,,,,,,,,,,,,,
,1,15,11,65.27499999999999,,,,,,,,,,,,,,,
,1,15,12,65.625,,,,,,,,,,,,,,,
,1,15,13,61.949999999999996,,,,,,,,,,,,,,,
,1,15,14,61.77499999999999,,,,,,,,,,,,,,,
,1,15,15,78.75,,,,,,,,,,,,,,,
,1,15,16,64.575,,,,,,,,,,,,,,,
,1,15,17,57.4,,,,,,,,,,,,,,,
,1,15,18,67.55,,,,,,,,,,,,,,,
,1,15,19,75.07499999999999,,,,,,,,,,,,,,,
,1,15,20,68.075,,,,,,,,,,,,,,,
,1,15,21,65.975,,,,,,,,,,,,,,,
,1,15,22,67.375,,,,,,,,,,,,,,,
,1,15,23,67.375,,,,,,,,,,,,,,,
,1,15,24,73.675,,,,,,,,,,,,,,,
,1,16,1,66.15,,,,,,,,,,,,,,,
,1,16,2,65.45,,,,,,,,,,,,,,,
,1,16,3,71.05,,,,,,,,,,,,,,,
,1,16,4,62.3,,,,,,,,,,,,,,,
,1,16,5,68.07499999999999,,,,,,,,,,,,,,,
,1,16,6,67.725,,,,,,,,,,,,,,,
,1,16,7,72.10000000000001,,,,,,,,,,,,,,,
,1,16,8,61.775000000000006,,,,,,,,,,,,,,,
,1,16,9,68.075,,,,,,,,,,,,,,,
,1,16,10,64.75,,,,,,,,,,,,,,,
,1,16,11,68.775,,,,,,,,,,,,,,,
,1,16,12,66.325,,,,,,,,,,,,,,,
,1,16,13,74.375,,,,,,,,,,,,,,,
,1,16,14,65.625,,,,,,,,,,,,,,,
,1,16,15,78.4,,,,,,,,,,,,,,,
,1,16,16,68.77499999999999,,,,,,,,,,,,,,,
,1,16,17,63.175,,,,,,,,,,,,,,,
,1,16,18,68.94999999999999,,,,,,,,,,,,,,,
,1,16,19,76.125,,,,,,,,,,,,,,,
,1,16,20,69.65,,,,,,,,,,,,,,,
,1,16,21,70,,,,,,,,,,,,,,,
,1,16,22,71.4,,,,,,,,,,,,,,,
,1,16,23,71.05,,,,,,,,,,,,,,,
,1,16,24,75.95,,,,,,,,,,,,,,,
,1,17,1,67.725,,,,,,,,,,,,,,,
,1,17,2,71.05000000000001,,,,,,,,,,,,,,,
,1,17,3,74.725,,,,,,,,,,,,,,,
,1,17,4,66.675,,,,,,,,,,,,,,,
,1,17,5,79.625,,,,,,,,,,,,,,,
,1,17,6,106.92500000000001,,,,,,,,,,,,,,,
,1,17,7,159.775,,,,,,,,,,,,,,,
,1,17,8,166.6,,,,,,,,,,,,,,,
,1,17,9,156.275,,,,,,,,,,,,,,,
,1,17,10,155.75,,,,,,,,,,,,,,,
,1,17,11,158.54999999999998,,,,,,,,,,,,,,,
,1,17,12,151.2,,,,,,,,,,,,,,,
,1,17,13,137.9,,,,,,,,,,,,,,,
,1,17,14,140.875,,,,,,,,,,,,,,,
,1,17,15,118.475,,,,,,,,,,,,,,,
,1,17,16,95.55,,,,,,,,,,,,,,,
,1,17,17,83.47500000000001,,,,,,,,,,,,,,,
,1,17,18,84.35,,,,,,,,,,,,,,,
,1,17,19,85.57499999999999,,,,,,,,,,,,,,,
,1,17,20,78.4,,,,,,,,,,,,,,,
,1,17,21,86.45,,,,,,,,,,,,,,,
,1,17,22,86.975,,,,,,,,,,,,,,,
,1,17,23,90.12500000000001,,,,,,,,,,,,,,,
,1,17,24,86.45,,,,,,,,,,,,,,,
,1,18,1,73.14999999999999,,,,,,,,,,,,,,,
,1,18,2,73.32499999999999,,,,,,,,,,,,,,,
,1,18,3,70.52499999999999,,,,,,,,,,,,,,,
,1,18,4,72.44999999999999,,,,,,,,,,,,,,,
,1,18,5,95.375,,,,,,,,,,,,,,,
,1,18,6,135.10000000000002,,,,,,,,,,,,,,,
,1,18,7,143.675,,,,,,,,,,,,,,,
,1,18,8,175.52500000000003,,,,,,,,,,,,,,,
,1,18,9,171.675,,,,,,,,,,,,,,,
,1,18,10,165.375,,,,,,,,,,,,,,,
,1,18,11,179.2,,,,,,,,,,,,,,,
